record - header - datestamp,record - metadata - oai_dc:dc - dc:identifier,record - metadata - oai_dc:dc - dc:source,record - metadata - oai_dc:dc - dc:language,record - metadata - oai_dc:dc - dc:title - xml:lang,record - metadata - oai_dc:dc - dc:title,record - metadata - oai_dc:dc - dc:format,record - metadata - oai_dc:dc - dc:subject - xml:lang,record - metadata - oai_dc:dc - dc:subject,record - metadata - oai_dc:dc - dc:publisher,record - metadata - oai_dc:dc - dc:type,record - metadata - oai_dc:dc - dc:creator,record - metadata - oai_dc:dc - dc:coverage,record - metadata - oai_dc:dc - dc:description,record - metadata - oai_dc:dc - dc:description - xml:lang,record - metadata - oai_dc:dc - dc:rights,record - metadata - oai_dc:dc - dc:relation,record - header - identifier
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AB_0702.cmdi,,eng,deu,Alice Broadstreet,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AB_0702.cmdi
,GEWISS_S_AB_0702.cmdi,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AB_0731.cmdi,,kaz,deu,Alison Buchanan,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AB_0731.cmdi
,GEWISS_S_AB_0731.cmdi,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AB_1490.cmdi,,pol,deu,Ada Błaszkowska,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AB_1490.cmdi
,GEWISS_S_AB_1490.cmdi,,pol,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AC_0414.cmdi,,pol,deu,Andżelika Ciżemka,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AC_0414.cmdi
,GEWISS_S_AC_0414.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,spa,,,,,,,,,,,,,,
,,,spa,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AC_0430.cmdi,,pol,deu,Afrodyta Cygaro,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AC_0430.cmdi
,GEWISS_S_AC_0430.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,spa,,,,,,,,,,,,,,
,,,spa,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AJ_1501.cmdi,,pol,deu,Agnieszka Jóźwiak,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AJ_1501.cmdi
,GEWISS_S_AJ_1501.cmdi,,pol,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AK_0267.cmdi,,eng,deu,Anke Krippe,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AK_0267.cmdi
,GEWISS_S_AK_0267.cmdi,,eng,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AK_0419.cmdi,,pol,deu,Ada Kownacka,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AK_0419.cmdi
,GEWISS_S_AK_0419.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AK_0421.cmdi,,pol,deu,Ala Kulczyńska,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AK_0421.cmdi
,GEWISS_S_AK_0421.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AK_0447.cmdi,,pol,deu,Ada Kotasiewicz,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AK_0447.cmdi
,GEWISS_S_AK_0447.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AK_0469.cmdi,,pol,deu,Ada Kamica,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AK_0469.cmdi
,GEWISS_S_AK_0469.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AK_0724.cmdi,,ell,deu,Anthoula Klethestenes,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AK_0724.cmdi
,GEWISS_S_AK_0724.cmdi,,ell,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AK_1426.cmdi,,pol,deu,Anastazja Kam,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AK_1426.cmdi
,GEWISS_S_AK_1426.cmdi,,pol,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AK_1469.cmdi,,pol,deu,Alicja Kamienna,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AK_1469.cmdi
,GEWISS_S_AK_1469.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AL_0426.cmdi,,pol,deu,Agata Las,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AL_0426.cmdi
,GEWISS_S_AL_0426.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,dan,,,,,,,,,,,,,,
,,,dan,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AL_0463.cmdi,,pol,deu,Adela Lomek,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AL_0463.cmdi
,GEWISS_S_AL_0463.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AL_0749.cmdi,,eng,deu,Alec Lee,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AL_0749.cmdi
,GEWISS_S_AL_0749.cmdi,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AL_0806.cmdi,,ita,deu,Anna Lucchesi,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AL_0806.cmdi
,GEWISS_S_AL_0806.cmdi,,ita,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AMS_1488.cmdi,,pol,deu,Aneta Małecka-Smaczek,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AMS_1488.cmdi
,GEWISS_S_AMS_1488.cmdi,,pol,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AM_0211.cmdi,,deu,deu,Agnes Moravac,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AM_0211.cmdi
,GEWISS_S_AM_0211.cmdi,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,ara,,,,,,,,,,,,,,
,,,ara,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AM_0747.cmdi,,eng,deu,Akmal Mahfooza,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AM_0747.cmdi
,GEWISS_S_AM_0747.cmdi,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AM_1484.cmdi,,pol,deu,Agata Makowiec,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AM_1484.cmdi
,GEWISS_S_AM_1484.cmdi,,pol,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AM_1527.cmdi,,pol,deu,Artur Malarz,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AM_1527.cmdi
,GEWISS_S_AM_1527.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AM_1528.cmdi,,pol,deu,Adelajda Moniuszko,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AM_1528.cmdi
,GEWISS_S_AM_1528.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AN_0298.cmdi,,deu,deu,Ada Nowakowska,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AN_0298.cmdi
,GEWISS_S_AN_0298.cmdi,,deu,,,,,,,,,,,,,,
,,,pol,,,,,,,,,,,,,,
,,,pol,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AC_0604.cmdi,,deu,deu,Alicia Cowgirl,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AC_0604.cmdi
,GEWISS_S_AC_0604.cmdi,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AD_1489.cmdi,,pol,deu,Ada Damięcka,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AD_1489.cmdi
,GEWISS_S_AD_1489.cmdi,,pol,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AF_0458.cmdi,,pol,deu,Agata Filas,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AF_0458.cmdi
,GEWISS_S_AF_0458.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,lat,,,,,,,,,,,,,,
,,,lat,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AGA_0214.cmdi,,spa,deu,Ana Girón Ávalos,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AGA_0214.cmdi
,GEWISS_S_AGA_0214.cmdi,,spa,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AG_0435.cmdi,,pol,deu,Antoni Grajek,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AG_0435.cmdi
,GEWISS_S_AG_0435.cmdi,,pol,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AG_1417.cmdi,,pol,deu,Ada Godzik,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AG_1417.cmdi
,GEWISS_S_AG_1417.cmdi,,pol,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AG_1522.cmdi,,pol,deu,Adam Galik,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AG_1522.cmdi
,GEWISS_S_AG_1522.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AH_0627.cmdi,,deu,deu,Anna Housecat,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AH_0627.cmdi
,GEWISS_S_AH_0627.cmdi,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AI_0212.cmdi,,deu,deu,Anja Ivankova,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AI_0212.cmdi
,GEWISS_S_AI_0212.cmdi,,deu,,,,,,,,,,,,,,
,,,ron,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AJ_0422.cmdi,,pol,deu,Amelia Jarosz,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AJ_0422.cmdi
,GEWISS_S_AJ_0422.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,spa,,,,,,,,,,,,,,
,,,spa,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AN_0329.cmdi,,deu,deu,Arianne Nunkpuk,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AN_0329.cmdi
,GEWISS_S_AN_0329.cmdi,,deu,,,,,,,,,,,,,,
,,,fon,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,idd,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AN_0730.cmdi,,deu,deu,Aaliyah Nixon,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AN_0730.cmdi
,GEWISS_S_AN_0730.cmdi,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AN_0744.cmdi,,eng,deu,Adrian Neal,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AN_0744.cmdi
,GEWISS_S_AN_0744.cmdi,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AN_1404.cmdi,,pol,deu,Agnieszka Nektarska,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AN_1404.cmdi
,GEWISS_S_AN_1404.cmdi,,pol,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,nor,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AN_1500.cmdi,,pol,deu,Ada Nowak,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AN_1500.cmdi
,GEWISS_S_AN_1500.cmdi,,pol,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,spa,,,,,,,,,,,,,,
,,,spa,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AO_0623.cmdi,,deu,deu,Abraham Olaf,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AO_0623.cmdi
,GEWISS_S_AO_0623.cmdi,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AO_0714.cmdi,,eng,deu,Agnes Ontario,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AO_0714.cmdi
,GEWISS_S_AO_0714.cmdi,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AP_0241.cmdi,,deu,deu,Agnes Peukert,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AP_0241.cmdi
,GEWISS_S_AP_0241.cmdi,,deu,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AP_0407.cmdi,,pol,deu,Ada Poza,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AP_0407.cmdi
,GEWISS_S_AP_0407.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AP_0468.cmdi,,pol,deu,Anastazja Puszek,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AP_0468.cmdi
,GEWISS_S_AP_0468.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AP_0536.cmdi,,pol,deu,Aneta Pośrednik,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AP_0536.cmdi
,GEWISS_S_AP_0536.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AR_0601.cmdi,,deu,deu,Ari Reiser,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AR_0601.cmdi
,GEWISS_S_AR_0601.cmdi,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AS_0729.cmdi,,deu,deu,Andrea Snow,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AS_0729.cmdi
,GEWISS_S_AS_0729.cmdi,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AT_0213.cmdi,,eng,deu,Ally Thomas,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AT_0213.cmdi
,GEWISS_S_AT_0213.cmdi,,eng,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AT_0313.cmdi,,eng,deu,Anke Traum,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AT_0313.cmdi
,GEWISS_S_AT_0313.cmdi,,eng,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AT_0450.cmdi,,pol,deu,Adam Tarski,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AT_0450.cmdi
,GEWISS_S_AT_0450.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
,,,fra,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AT_0770.cmdi,,eng,deu,Aalam Tahir,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AT_0770.cmdi
,GEWISS_S_AT_0770.cmdi,,eng,,,,,,,,,,,,,,
,,,urd,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AV_0490.cmdi,,pol,deu,Ada Visk,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AV_0490.cmdi
,GEWISS_S_AV_0490.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AW_0333.cmdi,,deu,deu,Angelika Wojnar,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AW_0333.cmdi
,GEWISS_S_AW_0333.cmdi,,deu,,,,,,,,,,,,,,
,,,pol,,,,,,,,,,,,,,
,,,pol,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
,,,rus,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_AW_0455.cmdi,,pol,deu,Anastazja Wolota,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_AW_0455.cmdi
,GEWISS_S_AW_0455.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_BI_0686.cmdi,,deu,deu,Bea Ingolordy,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_BI_0686.cmdi
,GEWISS_S_BI_0686.cmdi,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_BK_0473.cmdi,,pol,deu,Balbina Krata,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_BK_0473.cmdi
,GEWISS_S_BK_0473.cmdi,,pol,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_BM_0686.cmdi,,deu,deu,Bea Machoman,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_BM_0686.cmdi
,GEWISS_S_BM_0686.cmdi,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_BO_0717.cmdi,,deu,deu,Berta Ohm,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_BO_0717.cmdi
,GEWISS_S_BO_0717.cmdi,,deu,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
2021-01-12T16:49:52Z,clarin-ids:gewiss.GEWISS_S_BO_0744.cmdi,,ita,deu,Berardo Orso,,,,,,,,,,,,oai:repos.ids-mannheim.de:clarin-ids:gewiss.GEWISS_S_BO_0744.cmdi
,GEWISS_S_BO_0744.cmdi,,ita,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
,,,eng,,,,,,,,,,,,,,
