datestamp,relation,type,type - dcmi recommendation,title,creator,language,identifier,format,format - mediatype,format - subtype,date,description,source,publisher,rights,contributor,subject,record id,record - header - setSpec
2024-04-17T18:07:12Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6AAA,written corpus,text,Arabisches Nachrichten-Korpus (Jordanien) von 2018 (ara-jo_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C6AA-A,text/plain,text,plain,2018-03-06/2018-03-21,"Arabisches Nachrichten-Korpus (Jordanien) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6AAA,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-jo_newscrawl-OSIAN_2018,,,Arabic news corpus (Jordan) from 2018 (ara-jo_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Jordan) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6AAA/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6AAA/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:39:17Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6B02,written corpus,text,Arabisches Nachrichten-Korpus (Marokko) von 2018 (ara-ma_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C6B0-2,text/plain,text,plain,2018-03-06/2018-03-16,"Arabisches Nachrichten-Korpus (Marokko) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6B02,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-ma_newscrawl-OSIAN_2018,,,Arabic news corpus (Morocco) from 2018 (ara-ma_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Morocco) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6B02/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6B02/words,,,,,,,,,,,,,,,,,,
2024-04-17T18:10:24Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6B6C,written corpus,text,ara-middleeast_newscrawl-OSIAN_2018,,ara,11022/0000-0007-C6B6-C,text/plain,text,plain,2018-03-06/2018-03-21,"ara-middleeast_newscrawl-OSIAN_2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6B6C,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-middleeast_newscrawl-OSIAN_2018,,,,,,,,,,,"ara-middleeast_newscrawl-OSIAN_2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6B6C/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6B6C/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:54:52Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6BC6,written corpus,text,Arabisches Nachrichten-Korpus (Palästinensische Autonomiegebiete) von 2018 (ara-ps_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C6BC-6,text/plain,text,plain,2018-03-06/2018-03-21,"Arabisches Nachrichten-Korpus (Palästinensische Autonomiegebiete) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6BC6,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-ps_newscrawl-OSIAN_2018,,,Arabic news corpus (Palestine) from 2018 (ara-ps_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Palestine) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6BC6/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6BC6/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:59:53Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6C2E,written corpus,text,Arabisches Nachrichten-Korpus (Katar) von 2018 (ara-qa_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C6C2-E,text/plain,text,plain,2018-03-06/2018-03-08,"Arabisches Nachrichten-Korpus (Katar) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6C2E,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-qa_newscrawl-OSIAN_2018,,,Arabic news corpus (Qatar) from 2018 (ara-qa_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Qatar) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6C2E/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6C2E/words,,,,,,,,,,,,,,,,,,
2024-04-17T17:48:55Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6C88,written corpus,text,Arabisches Nachrichten-Korpus (Russland) von 2018 (ara-ru_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C6C8-8,text/plain,text,plain,2018-03-06/2018-03-20,"Arabisches Nachrichten-Korpus (Russland) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6C88,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-ru_newscrawl-OSIAN_2018,,,Arabic news corpus (Russia) from 2018 (ara-ru_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Russia) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
,https://api.wortschatz-leipzig.de/ws,,,,,,,,,,,,,,,,,,
,https://api.wortschatz-leipzig.de/fcs,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6C88/files,,,,,,,,,,,,,,,,,,
,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6C88/words,,,,,,,,,,,,,,,,,,
2024-04-17T18:07:39Z,https://repo.data.saw-leipzig.de/resources?identifier=lcc/corpora/1102200000007C6CE2,written corpus,text,Arabisches Nachrichten-Korpus (Saudi-Arabien) von 2018 (ara-sa_newscrawl-OSIAN_2018),,ara,11022/0000-0007-C6CE-2,text/plain,text,plain,2018-03-06/2018-03-08,"Arabisches Nachrichten-Korpus (Saudi-Arabien) basierend auf Texten gecrawlt 2018 erstellt im Rahmen des Projektes ""Deutscher Wortschatz"" bzw. ""Wortschatz Leipzig"". <br>Das Projekt sammelt regelmäßig (meist jährlich) frei verfügbare Dokumente im Internet und aus anderen Quellen und bereitet diese auf. Das Ergebnis sind Korpora und korpusbasierte Wörterbücher für über 250 Sprachen, in denen zu jedem Wort statistische Angaben, Beispielsätze und Links zu verwandten Wörtern verfügbar sind. Das Angebot zählt zu den umfangreichsten Informationssystemen zur deutschen Sprache und stellt für viele weitere Sprachen die jeweils größten frei verfügbaren Datenmengen bereit.",,saw Leipzig,CC BY NC,,,lcc-corpora-1102200000007C6CE2,wortschatz
,https://corpora.wortschatz-leipzig.de/de?corpusId=ara-sa_newscrawl-OSIAN_2018,,,Arabic news corpus (Saudi Arabia) from 2018 (ara-sa_newscrawl-OSIAN_2018),,,,,,,,"Arabic news corpus (Saudi Arabia) based on material crawled in 2018 created in the project ""Deutscher Wortschatz"" or ""Leipzig Corpora Collection. <br>The project regularly collects and processes available documents from the Internet (typically in an annual cycle) and other sources. The results are corpora and corpora-based dictionaries for more than 250 languages, which provide statistical information about almost each word, example sentences and links to related words. Because of the huge amount of used text material containing several million sentences, information about almost every word can be provided. The service ranks among the most comprehensive information systems about the German language and provides the largest freely available amounts of data for many other languages.",,,,,,,
